id;name;release;memory;gpuclock;memoryclock;price
1019;GeForce GTX 2957;2542;4531;2014;1310;3843
1020;GeForce GTX 2958;2543;6098;400;1021;18582
1021;GeForce GTX 2959;2544;1035;1103;4003;13690
1022;GeForce GTX 2960;2545;2926;2250;1413;5561
1023;GeForce GTX 2961;2546;551;2761;3820;15070
1024;GeForce GTX 2962;2547;2281;2398;1329;16398
1025;GeForce GTX 2963;2548;6033;2376;2460;18068
1026;GeForce GTX 2964;2549;989;2146;973;1933
1027;GeForce GTX 2965;2550;3821;1215;1944;14464
1028;GeForce GTX 2966;2551;368;1434;2234;12250
1029;GeForce GTX 2967;2552;1117;2727;2525;7257
1030;GeForce GTX 2968;2553;2240;407;425;6743
1031;GeForce GTX 2969;2554;9952;780;4249;10606
1032;GeForce GTX 2970;2555;9275;2935;337;5333
1033;GeForce GTX 2971;2556;5472;2181;3175;13153
1034;GeForce GTX 2972;2557;1259;1415;4973;16050
1035;GeForce GTX 2973;2558;1296;1264;2616;10089
1036;GeForce GTX 2974;2559;3016;854;2894;6873
1037;GeForce GTX 2975;2560;3668;115;2950;17132
1038;GeForce GTX 2976;2561;340;949;2124;10579
1039;GeForce GTX 2977;2562;5006;1784;314;5904
1040;GeForce GTX 2978;2563;642;213;2503;17491
1041;GeForce GTX 2979;2564;3884;2268;4878;16963
1042;GeForce GTX 2980;2565;7632;1026;3471;13952
1043;GeForce GTX 2981;2566;3645;266;4392;19724
1044;GeForce GTX 2982;2567;8936;1082;2120;7075
1045;GeForce GTX 2983;2568;2265;1414;1575;13764
1046;GeForce GTX 2984;2569;3944;1466;2508;13070
1047;GeForce GTX 2985;2570;8180;1754;4871;1530
1048;GeForce GTX 2986;2571;8882;2264;651;19492
1049;GeForce GTX 2987;2572;1409;2690;4303;3852
1050;GeForce GTX 2988;2573;7092;2276;3885;2268
1051;GeForce GTX 2989;2574;6942;2241;1367;15903
1052;GeForce GTX 2990;2575;8461;1711;932;8556
1053;GeForce GTX 2991;2576;459;592;1297;10934
1054;GeForce GTX 2992;2577;2742;829;3780;5693
1055;GeForce GTX 2993;2578;2955;594;2218;13285
1056;GeForce GTX 2994;2579;6990;1065;3973;4652
1057;GeForce GTX 2995;2580;7473;2235;2338;13214
1058;GeForce GTX 2996;2581;2094;2421;3895;10354
1059;GeForce GTX 2997;2582;7963;1920;4224;13237
1060;GeForce GTX 2998;2583;7162;2049;3568;14788
1061;GeForce GTX 2999;2584;6778;2439;839;4929
1062;GeForce GTX 3000;2585;7732;1859;2636;11227
1063;GeForce GTX 3001;2586;1263;1462;3169;9849
1064;GeForce GTX 3002;2587;301;427;310;17446
1065;GeForce GTX 3003;2588;3120;2369;452;13438
1066;GeForce GTX 3004;2589;3436;2831;4458;6514
1067;GeForce GTX 3005;2590;2118;981;3731;3644
1068;GeForce GTX 3006;2591;878;2959;4945;8032
1069;GeForce GTX 3007;2592;8798;2228;2601;15557
1070;GeForce GTX 3008;2593;9702;1661;3006;3133
1071;GeForce GTX 3009;2594;380;2366;3121;9944
1072;GeForce GTX 3010;2595;6645;472;3260;15126
1073;GeForce GTX 3011;2596;6249;2128;2066;14997
1074;GeForce GTX 3012;2597;8685;1026;1678;9346
1075;GeForce GTX 3013;2598;5731;1998;3759;15592
1076;GeForce GTX 3014;2599;6811;358;1150;12894
1077;GeForce GTX 3015;2600;3144;1873;4441;18459
1078;GeForce GTX 3016;2601;1837;2054;3809;10399
1079;GeForce GTX 3017;2602;5637;1181;2500;12757
1080;GeForce GTX 3018;2603;7470;513;4487;16187
1081;GeForce GTX 3019;2604;5863;1823;3707;12803
1082;GeForce GTX 3020;2605;2254;2269;2545;5386
1083;GeForce GTX 3021;2606;2746;2792;672;4618
1084;GeForce GTX 3022;2607;2297;1953;3634;17427
1085;GeForce GTX 3023;2608;7338;2029;4301;5127
1086;GeForce GTX 3024;2609;2464;902;3228;746
1087;GeForce GTX 3025;2610;4188;2072;993;13201
1088;GeForce GTX 3026;2611;3868;1675;3776;15516
1089;GeForce GTX 3027;2612;7089;1608;3081;10453
1090;GeForce GTX 3028;2613;3695;1529;2976;13204
1091;GeForce GTX 3029;2614;6142;2603;4235;5240
1092;GeForce GTX 3030;2615;4067;2127;1631;2572
1093;GeForce GTX 3031;2616;8291;2557;843;9440
1094;GeForce GTX 3032;2617;9504;2550;3670;8879
1095;GeForce GTX 3033;2618;618;2145;4189;18515
1096;GeForce GTX 3034;2619;8203;564;4418;11227
1097;GeForce GTX 3035;2620;9224;1300;1553;2265
1098;GeForce GTX 3036;2621;7456;1785;4971;3378
1099;GeForce GTX 3037;2622;7461;2113;330;10747
1100;GeForce GTX 3038;2623;983;2122;4565;16539
1101;GeForce GTX 3039;2624;7981;526;4288;1189
1102;GeForce GTX 3040;2625;6758;2613;3372;7488
1103;GeForce GTX 3041;2626;932;1286;2138;1554
1104;GeForce GTX 3042;2627;6832;739;3380;14116
1105;GeForce GTX 3043;2628;8073;2246;1430;12934
1106;GeForce GTX 3044;2629;9451;2054;4323;14288
1107;GeForce GTX 3045;2630;6000;1139;3829;12655
1108;GeForce GTX 3046;2631;462;1174;2721;11177
1109;GeForce GTX 3047;2632;2680;2361;3643;16182
1110;GeForce GTX 3048;2633;1511;2465;4265;11454
1111;GeForce GTX 3049;2634;6692;483;2067;18490
1112;GeForce GTX 3050;2635;3935;634;3148;1263
1113;GeForce GTX 3051;2636;4570;778;2183;12442
1114;GeForce GTX 3052;2637;8883;2724;3914;5884
1115;GeForce GTX 3053;2638;2966;2892;2541;19478
1116;GeForce GTX 3054;2639;6007;1559;4932;9488
1117;GeForce GTX 3055;2640;754;2774;4683;1148
1118;GeForce GTX 3056;2641;9842;785;2035;8055
1119;GeForce GTX 3057;2642;6185;1135;1553;7474
1120;GeForce GTX 3058;2643;2049;2838;2450;11170
1121;GeForce GTX 3059;2644;6602;2935;3590;2478
1122;GeForce GTX 3060;2645;6050;2429;806;15858
1123;GeForce GTX 3061;2646;3916;226;2882;17768
1124;GeForce GTX 3062;2647;2768;351;3671;15125
1125;GeForce GTX 3063;2648;6727;1781;1660;6227
1126;GeForce GTX 3064;2649;4445;1508;3908;18841
1127;GeForce GTX 3065;2650;6000;900;1998;4176
1128;GeForce GTX 3066;2651;4581;1701;2865;4759
1129;GeForce GTX 3067;2652;7162;1016;2596;18912
1130;GeForce GTX 3068;2653;2641;1255;3580;13460
1131;GeForce GTX 3069;2654;3360;2868;2511;7684
1132;GeForce GTX 3070;2655;8332;342;2033;15597
1133;GeForce GTX 3071;2656;9931;969;3125;13071
1134;GeForce GTX 3072;2657;5340;2437;987;9335
1135;GeForce GTX 3073;2658;2395;2749;4360;4742
1136;GeForce GTX 3074;2659;9332;207;4640;13131
1137;GeForce GTX 3075;2660;6750;339;4114;1902
1138;GeForce GTX 3076;2661;3300;776;4404;14396
1139;GeForce GTX 3077;2662;8210;1327;2516;11318
1140;GeForce GTX 3078;2663;5491;270;2707;13800
1141;GeForce GTX 3079;2664;7768;2094;3260;13161
1142;GeForce GTX 3080;2665;5819;2527;1174;10926
1143;GeForce GTX 3081;2666;9455;2007;1269;15444
1144;GeForce GTX 3082;2667;1590;2745;2615;14556
1145;GeForce GTX 3083;2668;2804;603;4032;9082
1146;GeForce GTX 3084;2669;8837;453;4653;8982
1147;GeForce GTX 3085;2670;1910;105;1443;17709
1148;GeForce GTX 3086;2671;7530;1601;3995;11108
1149;GeForce GTX 3087;2672;3408;113;2340;2031
1150;GeForce GTX 3088;2673;6951;433;1284;19482
1151;GeForce GTX 3089;2674;4356;2088;3842;2088
1152;GeForce GTX 3090;2675;5915;1993;1257;4034
1153;GeForce GTX 3091;2676;3213;2286;1829;12431
1154;GeForce GTX 3092;2677;2572;309;398;19885
1155;GeForce GTX 3093;2678;9464;202;441;5363
1156;GeForce GTX 3094;2679;7618;2161;2295;19938
1157;GeForce GTX 3095;2680;1602;1152;4408;4280
1158;GeForce GTX 3096;2681;3242;1275;4363;9890
1159;GeForce GTX 3097;2682;6324;1590;1184;16558
1160;GeForce GTX 3098;2683;8196;197;2095;3381
1161;GeForce GTX 3099;2684;7255;995;4585;3992
1162;GeForce GTX 3100;2685;8233;1437;1019;5993
1163;GeForce GTX 3101;2686;4694;1583;1576;7891
1164;GeForce GTX 3102;2687;3303;1855;2784;5622
1165;GeForce GTX 3103;2688;7949;1736;4916;17492
1166;GeForce GTX 3104;2689;2071;558;4042;8616
1167;GeForce GTX 3105;2690;9428;2063;1034;1646
1168;GeForce GTX 3106;2691;4586;1042;1962;7625
1169;GeForce GTX 3107;2692;825;2164;2288;5552
1170;GeForce GTX 3108;2693;9439;523;3671;14736
1171;GeForce GTX 3109;2694;2238;142;2878;18024
1172;GeForce GTX 3110;2695;7807;2253;617;16334
1173;GeForce GTX 3111;2696;3432;1954;1001;8255
1174;GeForce GTX 3112;2697;558;928;4990;3313
1175;GeForce GTX 3113;2698;6921;2891;1027;18097
1176;GeForce GTX 3114;2699;2806;1074;4230;12641
1177;GeForce GTX 3115;2700;6804;2176;3775;18383
1178;GeForce GTX 3116;2701;8850;210;1701;11035
1179;GeForce GTX 3117;2702;9540;2807;392;10155
1180;GeForce GTX 3118;2703;4955;1611;2454;1327
1181;GeForce GTX 3119;2704;9730;1730;3225;10385
1182;GeForce GTX 3120;2705;541;469;1849;12365
1183;GeForce GTX 3121;2706;3389;1750;3094;13330
1184;GeForce GTX 3122;2707;2166;226;1577;19655
1185;GeForce GTX 3123;2708;8085;2118;4125;1321
1186;GeForce GTX 3124;2709;1355;1206;2048;12349
1187;GeForce GTX 3125;2710;3951;1717;2716;13581
1188;GeForce GTX 3126;2711;8071;2192;4101;10963
1189;GeForce GTX 3127;2712;5981;2127;2135;18891
1190;GeForce GTX 3128;2713;3936;1043;4501;732
1191;GeForce GTX 3129;2714;6179;717;4136;15543
1192;GeForce GTX 3130;2715;9829;2542;3319;19897
1193;GeForce GTX 3131;2716;1929;1572;2634;17931
1194;GeForce GTX 3132;2717;9995;1453;1999;18430
1195;GeForce GTX 3133;2718;3231;1590;2514;14096
1196;GeForce GTX 3134;2719;8564;2116;1189;11738
1197;GeForce GTX 3135;2720;5465;1515;2917;12233
1198;GeForce GTX 3136;2721;8725;2437;4096;14205
1199;GeForce GTX 3137;2722;4466;2938;4362;16721
1200;GeForce GTX 3138;2723;9434;1345;2154;3292
1201;GeForce GTX 3139;2724;7183;2989;2263;10765
1202;GeForce GTX 3140;2725;1425;849;2470;10912
1203;GeForce GTX 3141;2726;7752;977;4388;17425
1204;GeForce GTX 3142;2727;352;1580;4646;15259
1205;GeForce GTX 3143;2728;8354;2090;3521;15200
1206;GeForce GTX 3144;2729;4957;2703;2078;19132
1207;GeForce GTX 3145;2730;3678;2332;3636;2192
1208;GeForce GTX 3146;2731;6808;1942;3696;7325
1209;GeForce GTX 3147;2732;306;535;1487;11575
1210;GeForce GTX 3148;2733;3662;2720;1484;19958
1211;GeForce GTX 3149;2734;2477;1118;2443;534
1212;GeForce GTX 3150;2735;3273;2701;1459;11370
1213;GeForce GTX 3151;2736;7767;608;4526;8168
1214;GeForce GTX 3152;2737;4839;2128;3958;17618
1215;GeForce GTX 3153;2738;6631;2630;2963;10062
1216;GeForce GTX 3154;2739;5143;2052;2886;16978
1217;GeForce GTX 3155;2740;5915;2332;4421;16201
1218;GeForce GTX 3156;2741;7567;360;4419;10593
1219;GeForce GTX 3157;2742;2644;1723;914;14389
1220;GeForce GTX 3158;2743;1927;1485;3565;2001
1221;GeForce GTX 3159;2744;4559;1246;719;5343
1222;GeForce GTX 3160;2745;1275;996;844;19894
1223;GeForce GTX 3161;2746;1750;2263;1778;16713
1224;GeForce GTX 3162;2747;7488;2623;1297;11024
1225;GeForce GTX 3163;2748;6178;1599;847;19861
1226;GeForce GTX 3164;2749;1548;112;4017;16534
1227;GeForce GTX 3165;2750;3083;2154;1109;2218
1228;GeForce GTX 3166;2751;8709;2662;1059;4098
1229;GeForce GTX 3167;2752;4811;1692;4892;4623
1230;GeForce GTX 3168;2753;5474;1963;1124;9776
1231;GeForce GTX 3169;2754;4286;307;4321;19560
1232;GeForce GTX 3170;2755;5097;1274;1413;9141
1233;GeForce GTX 3171;2756;6666;2338;4711;5092
1234;GeForce GTX 3172;2757;3612;1034;830;3942
1235;GeForce GTX 3173;2758;1308;2168;3792;4127
1236;GeForce GTX 3174;2759;5829;1252;3229;15815
1237;GeForce GTX 3175;2760;6866;1449;3191;17504
1238;GeForce GTX 3176;2761;9101;2626;2168;2148
1239;GeForce GTX 3177;2762;4172;1971;3779;15755
1240;GeForce GTX 3178;2763;3527;956;634;13393
1241;GeForce GTX 3179;2764;5182;2346;2795;8701
1242;GeForce GTX 3180;2765;7070;2426;4043;19016
1243;GeForce GTX 3181;2766;802;1696;1420;9934
1244;GeForce GTX 3182;2767;8202;367;855;7570
1245;GeForce GTX 3183;2768;2148;1332;3605;12234
1246;GeForce GTX 3184;2769;9941;268;3943;13338
1247;GeForce GTX 3185;2770;7559;482;2326;3464
1248;GeForce GTX 3186;2771;3115;810;3850;5362
1249;GeForce GTX 3187;2772;1592;2090;4379;19380
1250;GeForce GTX 3188;2773;5550;1695;919;15202
1251;GeForce GTX 3189;2774;3206;1831;1453;8649
1252;GeForce GTX 3190;2775;2293;554;2837;8121
1253;GeForce GTX 3191;2776;4306;2923;3719;2842
1254;GeForce GTX 3192;2777;7149;151;4086;15645
1255;GeForce GTX 3193;2778;8719;835;3127;8734
1256;GeForce GTX 3194;2779;7552;1561;2073;6151
1257;GeForce GTX 3195;2780;2981;1821;3872;1756
1258;GeForce GTX 3196;2781;9854;785;1839;16035
1259;GeForce GTX 3197;2782;5957;1182;3888;12043
1260;GeForce GTX 3198;2783;5190;171;747;15404
1261;GeForce GTX 3199;2784;4735;1434;1172;13462
1262;GeForce GTX 3200;2785;3149;395;1367;2257
1263;GeForce GTX 3201;2786;9622;669;3906;15811
1264;GeForce GTX 3202;2787;1090;911;2023;9186
1265;GeForce GTX 3203;2788;6583;2683;4364;3868
1266;GeForce GTX 3204;2789;5778;1219;2102;4509
1267;GeForce GTX 3205;2790;2973;1711;4136;7097
1268;GeForce GTX 3206;2791;4636;2427;804;8126
1269;GeForce GTX 3207;2792;7281;469;2787;3848
1270;GeForce GTX 3208;2793;5043;2136;3870;12354
1271;GeForce GTX 3209;2794;5006;1606;1594;18790
1272;GeForce GTX 3210;2795;5025;414;2688;18553
1273;GeForce GTX 3211;2796;609;726;1337;18378
1274;GeForce GTX 3212;2797;2647;1296;4957;11079
1275;GeForce GTX 3213;2798;7805;303;387;9626
1276;GeForce GTX 3214;2799;6250;2934;4776;4378
1277;GeForce GTX 3215;2800;3773;1747;4492;19884
1278;GeForce GTX 3216;2801;3575;2364;2509;13385
1279;GeForce GTX 3217;2802;9381;912;4662;4006
1280;GeForce GTX 3218;2803;8403;2157;4656;17462
1281;GeForce GTX 3219;2804;9765;1737;3843;9786
1282;GeForce GTX 3220;2805;7599;312;4391;17649
1283;GeForce GTX 3221;2806;9921;2868;4825;685
1284;GeForce GTX 3222;2807;1472;2868;3247;9219
1285;GeForce GTX 3223;2808;3382;1907;2617;11245
1286;GeForce GTX 3224;2809;8918;2075;2401;18019
1287;GeForce GTX 3225;2810;3450;446;2069;6227
1288;GeForce GTX 3226;2811;317;2871;1331;9789
1289;GeForce GTX 3227;2812;7102;1906;3850;6375
1290;GeForce GTX 3228;2813;8625;1775;3956;16713
1291;GeForce GTX 3229;2814;5859;1104;1646;7516
1292;GeForce GTX 3230;2815;2049;1694;1422;16898
1293;GeForce GTX 3231;2816;4059;542;2560;18557
1294;GeForce GTX 3232;2817;5608;1405;2522;19459
1295;GeForce GTX 3233;2818;3824;254;3364;12329
1296;GeForce GTX 3234;2819;4230;2235;3451;5152
1297;GeForce GTX 3235;2820;5965;1481;1937;17331
1298;GeForce GTX 3236;2821;642;395;3870;3982
1299;GeForce GTX 3237;2822;2907;215;3418;5894
1300;GeForce GTX 3238;2823;3908;2421;718;17539
1301;GeForce GTX 3239;2824;2990;2213;3725;8162
1302;GeForce GTX 3240;2825;8481;2023;3446;18908
1303;GeForce GTX 3241;2826;2955;2595;3237;12793
1304;GeForce GTX 3242;2827;8638;557;1081;4273
1305;GeForce GTX 3243;2828;2172;1576;1519;6715
1306;GeForce GTX 3244;2829;2359;1369;4532;12781
1307;GeForce GTX 3245;2830;5619;905;1345;19997
1308;GeForce GTX 3246;2831;823;715;4538;16177
1309;GeForce GTX 3247;2832;3841;2436;1199;9003
1310;GeForce GTX 3248;2833;5717;1873;2789;10955
1311;GeForce GTX 3249;2834;2102;2522;1935;19456
1312;GeForce GTX 3250;2835;5668;2426;2456;3229
1313;GeForce GTX 3251;2836;8466;1923;3819;4597
1314;GeForce GTX 3252;2837;4482;2780;2764;9087
1315;GeForce GTX 3253;2838;9832;2491;3382;6610
1316;GeForce GTX 3254;2839;7607;2827;2361;14977
1317;GeForce GTX 3255;2840;5825;1629;3859;15491
1318;GeForce GTX 3256;2841;5132;1801;4739;11893
1319;GeForce GTX 3257;2842;5414;1915;3061;12240
1320;GeForce GTX 3258;2843;8229;168;632;9316
1321;GeForce GTX 3259;2844;4812;2001;2243;19739
1322;GeForce GTX 3260;2845;9583;1644;1266;12393
1323;GeForce GTX 3261;2846;3739;1070;2573;5732
1324;GeForce GTX 3262;2847;3089;603;3390;12811
1325;GeForce GTX 3263;2848;9797;691;3341;5939
1326;GeForce GTX 3264;2849;5989;1724;2093;17543
1327;GeForce GTX 3265;2850;410;1356;2108;9849
1328;GeForce GTX 3266;2851;4470;1026;4907;9883
1329;GeForce GTX 3267;2852;8632;356;3947;8669
1330;GeForce GTX 3268;2853;1488;788;2625;5812
1331;GeForce GTX 3269;2854;6057;2327;4024;7880
1332;GeForce GTX 3270;2855;6165;1380;4618;12160
1333;GeForce GTX 3271;2856;8368;2518;877;18889
1334;GeForce GTX 3272;2857;9020;423;3764;10464
1335;GeForce GTX 3273;2858;6694;1206;3144;17627
1336;GeForce GTX 3274;2859;2823;871;571;10398
1337;GeForce GTX 3275;2860;1500;806;4417;14615
1338;GeForce GTX 3276;2861;6699;1717;1382;17531
1339;GeForce GTX 3277;2862;3579;1869;1680;9486
1340;GeForce GTX 3278;2863;4480;431;4859;18142
1341;GeForce GTX 3279;2864;7383;2143;3042;14482
1342;GeForce GTX 3280;2865;1065;2190;4210;16390
1343;GeForce GTX 3281;2866;5961;416;1340;2305
1344;GeForce GTX 3282;2867;4330;769;3538;11102
1345;GeForce GTX 3283;2868;7012;1483;2373;7471
1346;GeForce GTX 3284;2869;1334;2082;4149;2650
1347;GeForce GTX 3285;2870;5138;1526;4547;11408
1348;GeForce GTX 3286;2871;6375;1704;2067;4483
1349;GeForce GTX 3287;2872;7243;1473;3831;19534
1350;GeForce GTX 3288;2873;2022;1128;4994;4480
1351;GeForce GTX 3289;2874;9668;1263;961;2370
1352;GeForce GTX 3290;2875;3368;2483;870;13792
1353;GeForce GTX 3291;2876;9772;2892;4022;14527
1354;GeForce GTX 3292;2877;7885;1669;3757;13406
1355;GeForce GTX 3293;2878;6129;788;1640;11789
1356;GeForce GTX 3294;2879;7176;2406;954;10679
1357;GeForce GTX 3295;2880;2243;2169;1407;628
1358;GeForce GTX 3296;2881;5311;2132;648;5912
1359;GeForce GTX 3297;2882;2916;1776;3761;8197
1360;GeForce GTX 3298;2883;8738;2214;1584;14011
1361;GeForce GTX 3299;2884;924;2482;748;17208
1362;GeForce GTX 3300;2885;3637;105;2214;2464
1363;GeForce GTX 3301;2886;4593;372;2087;9950
1364;GeForce GTX 3302;2887;6699;1748;4905;9565
1365;GeForce GTX 3303;2888;5266;1401;486;19790
1366;GeForce GTX 3304;2889;2064;1881;3700;9238
1367;GeForce GTX 3305;2890;6453;1083;4573;19360
1368;GeForce GTX 3306;2891;4513;156;4403;13355
1369;GeForce GTX 3307;2892;2096;551;995;15863
1370;GeForce GTX 3308;2893;6081;949;2903;17224
1371;GeForce GTX 3309;2894;5261;2760;3493;12775
1372;GeForce GTX 3310;2895;2770;1647;2292;12223
1373;GeForce GTX 3311;2896;7311;537;4198;8889
1374;GeForce GTX 3312;2897;8254;967;1355;12864
1375;GeForce GTX 3313;2898;9967;2933;577;11712
1376;GeForce GTX 3314;2899;7183;1505;2251;11345
1377;GeForce GTX 3315;2900;6738;1916;2731;2866
1378;GeForce GTX 3316;2901;494;1018;1832;12870
1379;GeForce GTX 3317;2902;6911;168;1019;18712
1380;GeForce GTX 3318;2903;5275;421;609;12065
1381;GeForce GTX 3319;2904;7383;2720;3660;1701
1382;GeForce GTX 3320;2905;3644;597;2330;6463
1383;GeForce GTX 3321;2906;9711;2680;1082;4522
1384;GeForce GTX 3322;2907;4472;2607;1392;748
1385;GeForce GTX 3323;2908;4012;568;3308;12725
1386;GeForce GTX 3324;2909;1884;1901;697;5083
1387;GeForce GTX 3325;2910;3193;2296;690;8162
1388;GeForce GTX 3326;2911;7290;492;4608;5522
1389;GeForce GTX 3327;2912;6931;1222;2812;5314
1390;GeForce GTX 3328;2913;6938;237;1363;12962
1391;GeForce GTX 3329;2914;9068;2454;797;4621
1392;GeForce GTX 3330;2915;3444;2475;1788;7934
1393;GeForce GTX 3331;2916;4129;1669;3177;17694
1394;GeForce GTX 3332;2917;9348;109;3924;1720
1395;GeForce GTX 3333;2918;4106;1137;1660;8573
1396;GeForce GTX 3334;2919;7896;1208;3291;15643
1397;GeForce GTX 3335;2920;8177;2566;2071;11051
1398;GeForce GTX 3336;2921;9649;344;3405;19453
1399;GeForce GTX 3337;2922;8662;2134;1073;15100
1400;GeForce GTX 3338;2923;9896;2930;565;10742
1401;GeForce GTX 3339;2924;2994;377;4079;6552
1402;GeForce GTX 3340;2925;7650;1405;2450;13874
1403;GeForce GTX 3341;2926;2246;1841;3364;3906
1404;GeForce GTX 3342;2927;5155;1588;961;10066
1405;GeForce GTX 3343;2928;2158;517;1814;2656
1406;GeForce GTX 3344;2929;909;950;1748;2665
1407;GeForce GTX 3345;2930;3116;2746;4320;16144
1408;GeForce GTX 3346;2931;8772;2248;4067;3578
1409;GeForce GTX 3347;2932;3091;1146;4797;3398
1410;GeForce GTX 3348;2933;7607;643;3666;3295
1411;GeForce GTX 3349;2934;3768;1178;3218;10196
1412;GeForce GTX 3350;2935;2075;324;3340;4560
1413;GeForce GTX 3351;2936;6375;1351;4338;12530
1414;GeForce GTX 3352;2937;2119;838;4176;18521
1415;GeForce GTX 3353;2938;8082;2807;1175;6612
1416;GeForce GTX 3354;2939;3669;392;4973;12973
1417;GeForce GTX 3355;2940;9317;2607;2298;11632
1418;GeForce GTX 3356;2941;4712;2436;4563;3976
1419;GeForce GTX 3357;2942;8581;345;2658;17616
1420;GeForce GTX 3358;2943;7472;887;4573;19253
1421;GeForce GTX 3359;2944;9384;2423;1727;17181
1422;GeForce GTX 3360;2945;5608;1418;1197;11497
1423;GeForce GTX 3361;2946;8626;193;1173;3704
1424;GeForce GTX 3362;2947;8816;403;3918;15332
1425;GeForce GTX 3363;2948;2846;2272;4786;18148
1426;GeForce GTX 3364;2949;5713;579;714;7653
1427;GeForce GTX 3365;2950;2303;1763;2291;9757
1428;GeForce GTX 3366;2951;6633;2253;2061;11726
1429;GeForce GTX 3367;2952;7077;657;3947;17030
1430;GeForce GTX 3368;2953;8155;932;3218;2772
1431;GeForce GTX 3369;2954;1557;1551;1175;16250
1432;GeForce GTX 3370;2955;8873;1789;827;15937
1433;GeForce GTX 3371;2956;2571;2957;3950;4484
1434;GeForce GTX 3372;2957;5025;350;1381;3813
1435;GeForce GTX 3373;2958;695;274;3346;9870
1436;GeForce GTX 3374;2959;8400;1064;982;15595
1437;GeForce GTX 3375;2960;9082;2366;320;4855
1438;GeForce GTX 3376;2961;8929;896;3984;3072
1439;GeForce GTX 3377;2962;2951;2201;3066;3077
1440;GeForce GTX 3378;2963;3537;217;4328;19381
1441;GeForce GTX 3379;2964;5888;1406;904;4126
1442;GeForce GTX 3380;2965;3010;1825;2040;2438
1443;GeForce GTX 3381;2966;3979;2029;1088;4922
1444;GeForce GTX 3382;2967;8992;649;1438;4429
1445;GeForce GTX 3383;2968;9491;1795;1267;13774
1446;GeForce GTX 3384;2969;9182;899;1597;7223
1447;GeForce GTX 3385;2970;770;797;4237;6909
1448;GeForce GTX 3386;2971;568;2877;1363;12654
1449;GeForce GTX 3387;2972;4599;2745;3674;18764
1450;GeForce GTX 3388;2973;2772;1301;2743;6937
1451;GeForce GTX 3389;2974;8413;661;1223;818
1452;GeForce GTX 3390;2975;5836;1806;709;2977
1453;GeForce GTX 3391;2976;6004;960;1760;9970
1454;GeForce GTX 3392;2977;2439;1988;1844;3081
1455;GeForce GTX 3393;2978;6956;254;3144;7628
1456;GeForce GTX 3394;2979;803;258;4001;19698
1457;GeForce GTX 3395;2980;8218;1436;4769;10260
1458;GeForce GTX 3396;2981;681;1378;4543;5857
1459;GeForce GTX 3397;2982;3205;581;3208;10746
1460;GeForce GTX 3398;2983;751;1003;3691;5158
1461;GeForce GTX 3399;2984;6632;907;1153;2623
1462;GeForce GTX 3400;2985;1966;136;1773;14086
1463;GeForce GTX 3401;2986;3545;1219;1294;16485
1464;GeForce GTX 3402;2987;7257;820;3369;10429
1465;GeForce GTX 3403;2988;5937;2353;2289;7018
1466;GeForce GTX 3404;2989;5078;1841;3363;1398
1467;GeForce GTX 3405;2990;9573;2957;1073;11448
1468;GeForce GTX 3406;2991;8562;375;2094;12960
1469;GeForce GTX 3407;2992;8988;816;1139;4735
1470;GeForce GTX 3408;2993;9394;218;1795;17533
1471;GeForce GTX 3409;2994;7109;1855;3389;15734
1472;GeForce GTX 3410;2995;7871;506;1277;13838
1473;GeForce GTX 3411;2996;1119;323;4812;2462
1474;GeForce GTX 3412;2997;8682;415;717;10054
1475;GeForce GTX 3413;2998;8412;2154;4044;19107
1476;GeForce GTX 3414;2999;8689;1623;2242;17912
1477;GeForce GTX 3415;3000;3389;1041;1338;6924
1478;GeForce GTX 3416;3001;1282;726;1971;12730
1479;GeForce GTX 3417;3002;2842;1614;1536;19155
1480;GeForce GTX 3418;3003;1254;2279;2707;14906
1481;GeForce GTX 3419;3004;1504;2038;1344;19933
1482;GeForce GTX 3420;3005;6403;1970;3149;19250
1483;GeForce GTX 3421;3006;3030;1828;715;8334
1484;GeForce GTX 3422;3007;3677;407;1099;9791
1485;GeForce GTX 3423;3008;6553;449;3349;4044
1486;GeForce GTX 3424;3009;3387;530;3144;6898
1487;GeForce GTX 3425;3010;7965;2552;1924;18911
1488;GeForce GTX 3426;3011;2943;227;4361;11619
1489;GeForce GTX 3427;3012;8597;2764;1853;19794
1490;GeForce GTX 3428;3013;6319;1084;311;19549
1491;GeForce GTX 3429;3014;9893;1241;4240;7411
1492;GeForce GTX 3430;3015;8681;1870;4600;9667
1493;GeForce GTX 3431;3016;3076;949;2073;17095
1494;GeForce GTX 3432;3017;8649;2507;3554;17631
1495;GeForce GTX 3433;3018;9371;2088;880;2068
1496;GeForce GTX 3434;3019;9742;2555;1580;15523
1497;GeForce GTX 3435;3020;6473;1811;1114;3219
1498;GeForce GTX 3436;3021;3153;643;4542;11706
1499;GeForce GTX 3437;3022;333;1682;4162;1952
1500;GeForce GTX 3438;3023;2593;2797;1556;11904
1501;GeForce GTX 3439;3024;1082;2951;2384;18408
1502;GeForce GTX 3440;3025;1943;2637;2636;10107
1503;GeForce GTX 3441;3026;3297;2600;777;15017
1504;GeForce GTX 3442;3027;8753;864;591;2168
1505;GeForce GTX 3443;3028;7766;2738;2677;2064
1506;GeForce GTX 3444;3029;4528;934;2618;6092
1507;GeForce GTX 3445;3030;975;1639;2180;15821
1508;GeForce GTX 3446;3031;7731;2462;3955;15326
